date,month,new_cases,new_deaths
2020-05-26,5,591.0,1.0
2020-05-27,5,658.0,1.0
2020-05-28,5,625.0,7.0
2020-05-29,5,580.0,8.0
2020-05-30,5,623.0,11.0
2020-05-31,5,866.0,3.0
2020-06-01,6,680.0,8.0
2020-06-02,6,545.0,8.0
2020-06-03,6,759.0,5.0
2020-06-04,6,758.0,24.0
2020-06-05,6,787.0,6.0
2020-06-06,6,915.0,9.0
2020-06-07,6,582.0,18.0
2020-06-08,6,791.0,30.0
2020-06-09,6,575.0,12.0
2020-06-10,6,542.0,15.0
2020-06-11,6,684.0,21.0
2020-06-12,6,747.0,21.0
2020-06-13,6,656.0,20.0
2020-06-14,6,556.0,5.0
2020-06-15,6,664.0,20.0
2020-06-16,6,761.0,7.0
2020-06-17,6,783.0,13.0
2020-06-18,6,564.0,13.0
2020-06-19,6,658.0,42.0
2020-06-20,6,346.0,2.0
2020-06-21,6,546.0,21.0
2020-06-22,6,409.0,12.0
2020-06-23,6,310.0,17.0
2020-06-24,6,338.0,20.0
2020-06-25,6,234.0,21.0
2020-06-26,6,460.0,36.0
2020-06-27,6,276.0,8.0
2020-06-28,6,165.0,20.0
2020-06-29,6,351.0,18.0
2020-06-30,6,271.0,12.0
2020-07-01,7,279.0,13.0
2020-07-02,7,319.0,28.0
2020-07-03,7,186.0,33.0
2020-07-04,7,302.0,12.0
2020-07-05,7,348.0,7.0
2020-07-06,7,279.0,38.0
2020-07-07,7,433.0,56.0
2020-07-08,7,210.0,16.0
2020-07-09,7,59.0,1.0
2020-07-10,7,255.0,20.0
2020-07-11,7,458.0,37.0
2020-07-12,7,85.0,16.0
2020-07-13,7,0.0,0.0
2020-07-14,7,4.0,2.0
2020-07-15,7,285.0,33.0
2020-07-16,7,254.0,49.0
2020-07-17,7,76.0,21.0
2020-07-18,7,219.0,32.0
2020-07-19,7,12.0,17.0
2020-07-20,7,174.0,17.0
2020-07-21,7,140.0,5.0
2020-07-22,7,112.0,4.0
2020-07-23,7,188.0,21.0
2020-07-24,7,13.0,0.0
2020-07-25,7,108.0,35.0
2020-07-26,7,121.0,13.0
2020-07-27,7,106.0,10.0
2020-07-28,7,105.0,1.0
2020-07-29,7,103.0,1.0
2020-07-30,7,0.0,0.0
2020-07-31,7,71.0,0.0
2020-08-01,8,168.0,12.0
2020-08-02,8,0.0,0.0
2020-08-03,8,0.0,1.0
2020-08-04,8,37.0,4.0
2020-08-05,8,82.0,6.0
2020-08-06,8,67.0,4.0
2020-08-07,8,41.0,0.0
2020-08-08,8,78.0,9.0
2020-08-09,8,39.0,5.0
2020-08-10,8,0.0,0.0
2020-08-11,8,0.0,0.0
2020-08-12,8,215.0,32.0
2020-08-13,8,76.0,10.0
2020-08-14,8,79.0,9.0
2020-08-15,8,7.0,0.0
2020-08-16,8,120.0,7.0
2020-08-17,8,45.0,5.0
2020-08-18,8,3.0,0.0
2020-08-19,8,0.0,0.0
2020-08-20,8,160.0,8.0
2020-08-21,8,97.0,2.0
2020-08-22,8,38.0,0.0
2020-08-23,8,105.0,2.0
2020-08-24,8,0.0,0.0
2020-08-25,8,71.0,10.0
2020-08-26,8,1.0,0.0
2020-08-27,8,55.0,4.0
2020-08-28,8,3.0,0.0
2020-08-29,8,11.0,1.0
2020-08-30,8,3.0,0.0
2020-08-31,8,19.0,0.0
2020-09-01,9,34.0,4.0
2020-09-02,9,9.0,0.0
2020-09-03,9,38.0,3.0
2020-09-04,9,45.0,1.0
2020-09-05,9,16.0,0.0
2020-09-06,9,20.0,0.0
2020-09-07,9,74.0,2.0
2020-09-08,9,96.0,3.0
2020-09-09,9,26.0,3.0
2020-09-10,9,24.0,2.0
2020-09-11,9,28.0,0.0
2020-09-12,9,34.0,0.0
2020-09-13,9,35.0,0.0
2020-09-14,9,75.0,0.0
2020-09-15,9,99.0,6.0
2020-09-16,9,40.0,10.0
2020-09-17,9,17.0,0.0
2020-09-18,9,0.0,0.0
2020-09-19,9,47.0,1.0
2020-09-20,9,125.0,4.0
2020-09-21,9,0.0,0.0
2020-09-22,9,30.0,3.0
2020-09-23,9,71.0,2.0
2020-09-24,9,25.0,5.0
2020-09-25,9,16.0,0.0
2020-09-26,9,6.0,2.0
2020-09-27,9,35.0,0.0
2020-03-09,3,2.0,0.0
2020-03-10,3,4.0,0.0
2020-03-11,3,4.0,0.0
2020-03-12,3,1.0,1.0
2020-03-13,3,12.0,0.0
2020-03-14,3,10.0,0.0
2020-03-15,3,5.0,0.0
2020-03-16,3,4.0,0.0
2020-03-17,3,9.0,0.0
2020-03-18,3,4.0,0.0
2020-03-19,3,4.0,1.0
2020-03-20,3,11.0,0.0
2020-03-21,3,0.0,0.0
2020-03-22,3,6.0,0.0
2020-03-23,3,13.0,0.0
2020-03-24,3,11.0,2.0
2020-03-25,3,23.0,1.0
2020-03-26,3,23.0,0.0
2020-03-27,3,28.0,1.0
2020-03-28,3,12.0,3.0
2020-03-29,3,11.0,1.0
2020-03-30,3,15.0,0.0
2020-03-31,3,11.0,2.0
2020-04-01,4,20.0,3.0
2020-04-02,4,16.0,0.0
2020-04-03,4,18.0,1.0
2020-04-04,4,27.0,1.0
2020-04-05,4,29.0,2.0
2020-04-06,4,28.0,2.0
2020-04-07,4,16.0,1.0
2020-04-08,4,6.0,0.0
2020-04-09,4,17.0,0.0
2020-04-10,4,9.0,1.0
2020-04-11,4,7.0,0.0
2020-04-12,4,17.0,0.0
2020-04-13,4,13.0,0.0
2020-04-14,4,21.0,0.0
2020-04-15,4,8.0,1.0
2020-04-16,4,19.0,1.0
2020-04-17,4,24.0,1.0
2020-04-18,4,21.0,0.0
2020-04-19,4,9.0,0.0
2020-04-20,4,14.0,0.0
2020-04-21,4,22.0,0.0
2020-04-22,4,25.0,0.0
2020-04-23,4,25.0,1.0
2020-04-24,4,29.0,0.0
2020-04-25,4,15.0,0.0
2020-04-26,4,34.0,0.0
2020-04-27,4,14.0,1.0
2020-04-28,4,10.0,0.0
2020-04-29,4,14.0,2.0
2020-04-30,4,16.0,1.0
2020-05-01,5,7.0,0.0
2020-05-02,5,9.0,0.0
2020-05-03,5,7.0,0.0
2020-05-04,5,6.0,0.0
2020-05-05,5,8.0,0.0
2020-05-06,5,17.0,0.0
2020-05-07,5,12.0,0.0
2020-05-08,5,10.0,0.0
2020-05-09,5,8.0,0.0
2020-05-10,5,6.0,0.0
2020-05-11,5,12.0,0.0
2020-05-12,5,4.0,0.0
2020-05-13,5,4.0,0.0
2020-05-14,5,4.0,0.0
2020-05-15,5,18.0,0.0
2020-05-16,5,18.0,0.0
2020-05-17,5,17.0,0.0
2020-05-18,5,13.0,0.0
2020-05-19,5,2.0,0.0
2020-05-20,5,1.0,0.0
2020-05-21,5,15.0,0.0
2020-05-22,5,5.0,0.0
2020-05-23,5,12.0,0.0
2020-05-24,5,8.0,0.0
2020-05-25,5,9.0,1.0
2020-05-26,5,6.0,0.0
2020-05-27,5,25.0,1.0
2020-05-28,5,21.0,0.0
2020-05-29,5,26.0,0.0
2020-05-30,5,23.0,0.0
2020-05-31,5,23.0,0.0
2020-06-01,6,15.0,0.0
2020-06-02,6,6.0,0.0
2020-06-03,6,21.0,0.0
2020-06-04,6,20.0,0.0
2020-06-05,6,13.0,0.0
2020-06-06,6,15.0,0.0
2020-06-07,6,20.0,1.0
2020-06-08,6,14.0,0.0
2020-06-09,6,17.0,0.0
2020-06-10,6,36.0,0.0
2020-06-11,6,42.0,0.0
2020-06-12,6,44.0,1.0
2020-06-13,6,31.0,1.0
2020-06-14,6,48.0,0.0
2020-06-15,6,57.0,0.0
2020-06-16,6,69.0,0.0
2020-06-17,6,82.0,1.0
2020-06-18,6,50.0,1.0
2020-06-19,6,66.0,1.0
2020-06-20,6,50.0,3.0
2020-06-21,6,53.0,1.0
2020-06-22,6,36.0,1.0
2020-06-23,6,68.0,0.0
2020-06-24,6,52.0,1.0
2020-06-25,6,67.0,2.0
2020-06-26,6,78.0,2.0
2020-06-27,6,77.0,2.0
2020-06-28,6,61.0,2.0
2020-06-29,6,72.0,2.0
2020-06-30,6,64.0,3.0
2020-07-01,7,69.0,4.0
2020-07-02,7,45.0,3.0
2020-07-03,7,82.0,4.0
2020-07-04,7,90.0,3.0
2020-07-05,7,67.0,2.0
2020-07-06,7,74.0,2.0
2020-07-07,7,71.0,3.0
2020-07-08,7,74.0,2.0
2020-07-09,7,68.0,2.0
2020-07-10,7,82.0,0.0
2020-07-11,7,90.0,2.0
2020-07-12,7,93.0,4.0
2020-07-13,7,83.0,4.0
2020-07-14,7,117.0,2.0
2020-07-15,7,96.0,2.0
2020-07-16,7,85.0,4.0
2020-07-17,7,99.0,3.0
2020-07-18,7,55.0,3.0
2020-07-19,7,102.0,4.0
2020-07-20,7,82.0,1.0
2020-07-21,7,81.0,1.0
2020-07-22,7,119.0,4.0
2020-07-23,7,68.0,3.0
2020-07-24,7,108.0,3.0
2020-07-25,7,104.0,5.0
2020-07-26,7,67.0,6.0
2020-07-27,7,126.0,4.0
2020-07-28,7,117.0,6.0
2020-07-29,7,117.0,4.0
2020-07-30,7,108.0,2.0
2020-07-31,7,92.0,4.0
2020-08-01,8,79.0,3.0
2020-08-02,8,120.0,4.0
2020-08-03,8,123.0,5.0
2020-08-04,8,101.0,6.0
2020-08-05,8,130.0,4.0
2020-08-06,8,139.0,6.0
2020-08-07,8,127.0,6.0
2020-08-08,8,135.0,1.0
2020-08-09,8,124.0,4.0
2020-08-10,8,136.0,6.0
2020-08-11,8,125.0,1.0
2020-08-12,8,140.0,5.0
2020-08-13,8,141.0,3.0
2020-08-14,8,154.0,5.0
2020-08-15,8,146.0,6.0
2020-08-16,8,143.0,6.0
2020-08-17,8,120.0,3.0
2020-08-18,8,119.0,2.0
2020-08-19,8,155.0,2.0
2020-08-20,8,158.0,2.0
2020-08-21,8,155.0,4.0
2020-08-22,8,152.0,2.0
2020-08-23,8,156.0,5.0
2020-08-24,8,152.0,5.0
2020-08-25,8,178.0,4.0
2020-08-26,8,154.0,5.0
2020-08-27,8,168.0,4.0
2020-08-28,8,156.0,3.0
2020-08-29,8,112.0,5.0
2020-08-30,8,84.0,4.0
2020-08-31,8,101.0,5.0
2020-09-01,9,133.0,4.0
2020-09-02,9,93.0,6.0
2020-09-03,9,122.0,6.0
2020-09-04,9,116.0,5.0
2020-09-05,9,123.0,5.0
2020-09-06,9,135.0,6.0
2020-09-07,9,153.0,4.0
2020-09-08,9,151.0,3.0
2020-09-09,9,147.0,2.0
2020-09-10,9,151.0,1.0
2020-09-11,9,156.0,2.0
2020-09-12,9,161.0,3.0
2020-09-13,9,164.0,3.0
2020-09-14,9,168.0,4.0
2020-09-15,9,167.0,4.0
2020-09-16,9,152.0,2.0
2020-09-17,9,144.0,3.0
2020-09-18,9,132.0,5.0
2020-09-19,9,125.0,5.0
2020-09-20,9,153.0,5.0
2020-09-21,9,159.0,4.0
2020-09-22,9,150.0,2.0
2020-09-23,9,131.0,3.0
2020-09-24,9,121.0,3.0
2020-09-25,9,134.0,0.0
2020-09-26,9,124.0,3.0
2020-09-27,9,108.0,2.0
2019-12-31,12,0.0,0.0
2020-01-01,1,0.0,0.0
2020-01-02,1,0.0,0.0
2020-01-03,1,0.0,0.0
2020-01-04,1,0.0,0.0
2020-01-05,1,0.0,0.0
2020-01-06,1,0.0,0.0
2020-01-07,1,0.0,0.0
2020-01-08,1,0.0,0.0
2020-01-09,1,0.0,0.0
2020-01-10,1,0.0,0.0
2020-01-11,1,0.0,0.0
2020-01-12,1,0.0,0.0
2020-01-13,1,0.0,0.0
2020-01-14,1,0.0,0.0
2020-01-15,1,0.0,0.0
2020-01-16,1,0.0,0.0
2020-01-17,1,0.0,0.0
2020-01-18,1,0.0,0.0
2020-01-19,1,0.0,0.0
2020-01-20,1,0.0,0.0
2020-01-21,1,0.0,0.0
2020-01-22,1,0.0,0.0
2020-01-23,1,0.0,0.0
2020-01-24,1,0.0,0.0
2020-01-25,1,0.0,0.0
2020-01-26,1,0.0,0.0
2020-01-27,1,0.0,0.0
2020-01-28,1,0.0,0.0
2020-01-29,1,0.0,0.0
2020-01-30,1,0.0,0.0
2020-01-31,1,0.0,0.0
2020-02-01,2,0.0,0.0
2020-02-02,2,0.0,0.0
2020-02-03,2,0.0,0.0
2020-02-04,2,0.0,0.0
2020-02-05,2,0.0,0.0
2020-02-06,2,0.0,0.0
2020-02-07,2,0.0,0.0
2020-02-08,2,0.0,0.0
2020-02-09,2,0.0,0.0
2020-02-10,2,0.0,0.0
2020-02-11,2,0.0,0.0
2020-02-12,2,0.0,0.0
2020-02-13,2,0.0,0.0
2020-02-14,2,0.0,0.0
2020-02-15,2,0.0,0.0
2020-02-16,2,0.0,0.0
2020-02-17,2,0.0,0.0
2020-02-18,2,0.0,0.0
2020-02-19,2,0.0,0.0
2020-02-20,2,0.0,0.0
2020-02-21,2,0.0,0.0
2020-02-22,2,0.0,0.0
2020-02-23,2,0.0,0.0
2020-02-24,2,0.0,0.0
2020-02-25,2,0.0,0.0
2020-02-26,2,1.0,0.0
2020-02-27,2,0.0,0.0
2020-02-28,2,0.0,0.0
2020-02-29,2,0.0,0.0
2020-03-01,3,2.0,0.0
2020-03-02,3,0.0,0.0
2020-03-03,3,,
2020-03-04,3,2.0,0.0
2020-03-05,3,7.0,0.0
2020-03-06,3,5.0,0.0
2020-03-07,3,,
2020-03-08,3,,
2020-03-09,3,3.0,0.0
2020-03-10,3,,
2020-03-11,3,,
2020-03-12,3,0.0,0.0
2020-03-13,3,5.0,1.0
2020-03-14,3,1.0,1.0
2020-03-15,3,11.0,0.0
2020-03-16,3,11.0,2.0
2020-03-17,3,10.0,0.0
2020-03-18,3,2.0,1.0
2020-03-19,3,12.0,1.0
2020-03-20,3,18.0,1.0
2020-03-21,3,12.0,3.0
2020-03-22,3,37.0,5.0
2020-03-23,3,62.0,2.0
2020-03-24,3,29.0,0.0
2020-03-25,3,34.0,2.0
2020-03-26,3,38.0,2.0
2020-03-27,3,65.0,4.0
2020-03-28,3,42.0,1.0
2020-03-29,3,45.0,3.0
2020-03-30,3,57.0,2.0
2020-03-31,3,73.0,4.0
2020-04-01,4,132.0,9.0
2020-04-02,4,131.0,14.0
2020-04-03,4,139.0,5.0
2020-04-04,4,185.0,42.0
2020-04-05,4,80.0,25.0
2020-04-06,4,69.0,22.0
2020-04-07,4,103.0,21.0
2020-04-08,4,45.0,20.0
2020-04-09,4,104.0,12.0
2020-04-10,4,94.0,30.0
2020-04-11,4,95.0,21.0
2020-04-12,4,64.0,19.0
2020-04-13,4,89.0,18.0
2020-04-14,4,69.0,20.0
2020-04-15,4,87.0,12.0
2020-04-16,4,90.0,11.0
2020-04-17,4,108.0,12.0
2020-04-18,4,150.0,16.0
2020-04-19,4,117.0,3.0
2020-04-20,4,94.0,8.0
2020-04-21,4,89.0,9.0
2020-04-22,4,93.0,8.0
2020-04-23,4,99.0,10.0
2020-04-24,4,97.0,5.0
2020-04-25,4,120.0,8.0
2020-04-26,4,129.0,4.0
2020-04-27,4,126.0,6.0
2020-04-28,4,135.0,7.0
2020-04-29,4,132.0,5.0
2020-04-30,4,199.0,7.0
2020-05-01,5,158.0,6.0
2020-05-02,5,148.0,3.0
2020-05-03,5,141.0,6.0
2020-05-04,5,179.0,4.0
2020-05-05,5,174.0,2.0
2020-05-06,5,190.0,5.0
2020-05-07,5,159.0,6.0
2020-05-08,5,185.0,7.0
2020-05-09,5,187.0,5.0
2020-05-10,5,189.0,6.0
2020-05-11,5,165.0,8.0
2020-05-12,5,168.0,5.0
2020-05-13,5,176.0,8.0
2020-05-14,5,186.0,7.0
2020-05-15,5,189.0,7.0
2020-05-16,5,187.0,7.0
2020-05-17,5,192.0,6.0
2020-05-18,5,198.0,6.0
2020-05-19,5,182.0,7.0
2020-05-20,5,176.0,6.0
2020-05-21,5,165.0,7.0
2020-05-22,5,186.0,7.0
2020-05-23,5,190.0,7.0
2020-05-24,5,195.0,10.0
2020-05-25,5,193.0,8.0
2020-05-26,5,197.0,9.0
2020-05-27,5,194.0,8.0
2020-05-28,5,160.0,6.0
2020-05-29,5,140.0,7.0
2020-05-30,5,137.0,8.0
2020-05-31,5,133.0,8.0
2020-06-01,6,127.0,7.0
2020-06-02,6,119.0,8.0
2020-06-03,6,113.0,6.0
2020-06-04,6,0.0,0.0
2020-06-05,6,205.0,14.0
2020-06-06,6,104.0,9.0
2020-06-07,6,115.0,8.0
2020-06-08,6,104.0,9.0
2020-06-09,6,111.0,8.0
2020-06-10,6,117.0,9.0
2020-06-11,6,102.0,8.0
2020-06-12,6,105.0,9.0
2020-06-13,6,109.0,10.0
2020-06-14,6,112.0,9.0
2020-06-15,6,109.0,7.0
2020-06-16,6,112.0,10.0
2020-06-17,6,116.0,11.0
2020-06-18,6,121.0,11.0
2020-06-19,6,117.0,12.0
2020-06-20,6,119.0,14.0
2020-06-21,6,127.0,12.0
2020-06-22,6,140.0,8.0
2020-06-23,6,149.0,7.0
2020-06-24,6,156.0,9.0
2020-06-25,6,172.0,8.0
2020-06-26,6,197.0,9.0
2020-06-27,6,240.0,7.0
2020-06-28,6,283.0,7.0
2020-06-29,6,305.0,5.0
2020-06-30,6,298.0,8.0
2020-07-01,7,336.0,7.0
2020-07-02,7,365.0,8.0
2020-07-03,7,385.0,8.0
2020-07-04,7,413.0,9.0
2020-07-05,7,430.0,9.0
2020-07-06,7,441.0,6.0
2020-07-07,7,463.0,7.0
2020-07-08,7,475.0,9.0
2020-07-09,7,469.0,10.0
2020-07-10,7,460.0,10.0
2020-07-11,7,434.0,8.0
2020-07-12,7,470.0,8.0
2020-07-13,7,483.0,7.0
2020-07-14,7,494.0,7.0
2020-07-15,7,527.0,10.0
2020-07-16,7,554.0,12.0
2020-07-17,7,585.0,12.0
2020-07-18,7,593.0,5.0
2020-07-19,7,601.0,11.0
2020-07-20,7,535.0,10.0
2020-07-21,7,607.0,9.0
2020-07-22,7,587.0,13.0
2020-07-23,7,594.0,11.0
2020-07-24,7,612.0,13.0
2020-07-25,7,675.0,12.0
2020-07-26,7,605.0,10.0
2020-07-27,7,593.0,9.0
2020-07-28,7,616.0,8.0
2020-07-29,7,642.0,11.0
2020-07-30,7,614.0,12.0
2020-07-31,7,602.0,14.0
2020-08-01,8,563.0,10.0
2020-08-02,8,556.0,13.0
2020-08-03,8,515.0,8.0
2020-08-04,8,507.0,8.0
2020-08-05,8,532.0,9.0
2020-08-06,8,551.0,13.0
2020-08-07,8,571.0,12.0
2020-08-08,8,529.0,9.0
2020-08-09,8,538.0,11.0
2020-08-10,8,521.0,9.0
2020-08-11,8,498.0,10.0
2020-08-12,8,492.0,10.0
2020-08-13,8,495.0,11.0
2020-08-14,8,488.0,8.0
2020-08-15,8,477.0,10.0
2020-08-16,8,469.0,9.0
2020-08-17,8,450.0,10.0
2020-08-18,8,442.0,9.0
2020-08-19,8,419.0,12.0
2020-08-20,8,403.0,11.0
2020-08-21,8,411.0,9.0
2020-08-22,8,409.0,7.0
2020-08-23,8,401.0,6.0
2020-08-24,8,392.0,11.0
2020-08-25,8,398.0,11.0
2020-08-26,8,370.0,10.0
2020-08-27,8,391.0,9.0
2020-08-28,8,397.0,10.0
2020-08-29,8,387.0,8.0
2020-08-30,8,379.0,8.0
2020-08-31,8,364.0,10.0
2020-09-01,9,348.0,9.0
2020-09-02,9,339.0,8.0
2020-09-03,9,325.0,7.0
2020-09-04,9,311.0,6.0
2020-09-05,9,304.0,8.0
2020-09-06,9,298.0,10.0
2020-09-07,9,293.0,7.0
2020-09-08,9,289.0,6.0
2020-09-09,9,285.0,9.0
2020-09-10,9,278.0,10.0
2020-09-11,9,272.0,10.0
2020-09-12,9,264.0,8.0
2020-09-13,9,255.0,6.0
2020-09-14,9,247.0,7.0
2020-09-15,9,242.0,8.0
2020-09-16,9,238.0,12.0
2020-09-17,9,232.0,13.0
2020-09-18,9,228.0,9.0
2020-09-19,9,219.0,5.0
2020-09-20,9,210.0,6.0
2020-09-21,9,203.0,7.0
2020-09-22,9,197.0,7.0
2020-09-23,9,191.0,10.0
2020-09-24,9,186.0,9.0
2020-09-25,9,179.0,5.0
2020-09-26,9,175.0,4.0
2020-09-27,9,160.0,4.0
2020-03-03,3,1.0,0.0
2020-03-09,3,,
2020-03-10,3,,
2020-03-11,3,,
2020-03-12,3,,
2020-03-13,3,,
2020-03-14,3,1.0,0.0
2020-03-15,3,,
2020-03-16,3,3.0,0.0
2020-03-17,3,9.0,0.0
2020-03-18,3,0.0,0.0
2020-03-19,3,39.0,0.0
2020-03-20,3,22.0,0.0
2020-03-21,3,0.0,0.0
2020-03-22,3,13.0,0.0
2020-03-23,3,25.0,0.0
2020-03-24,3,20.0,0.0
2020-03-25,3,31.0,0.0
2020-03-26,3,24.0,0.0
2020-03-27,3,36.0,3.0
2020-03-28,3,43.0,0.0
2020-03-29,3,41.0,1.0
2020-03-30,3,26.0,2.0
2020-03-31,3,36.0,2.0
2020-04-01,4,6.0,4.0
2020-04-02,4,14.0,2.0
2020-04-03,4,38.0,1.0
2020-04-04,4,11.0,1.0
2020-04-05,4,27.0,1.0
2020-04-06,4,35.0,1.0
2020-04-07,4,25.0,3.0
2020-04-08,4,19.0,1.0
2020-04-09,4,19.0,1.0
2020-04-10,4,19.0,2.0
2020-04-11,4,18.0,1.0
2020-04-12,4,21.0,2.0
2020-04-13,4,16.0,1.0
2020-04-14,4,8.0,0.0
2020-04-15,4,13.0,2.0
2020-04-16,4,14.0,2.0
2020-04-17,4,9.0,0.0
2020-04-18,4,14.0,2.0
2020-04-19,4,8.0,0.0
2020-04-20,4,9.0,1.0
2020-04-21,4,4.0,0.0
2020-04-22,4,0.0,1.0
2020-04-23,4,6.0,0.0
2020-04-24,4,1.0,0.0
2020-04-25,4,7.0,3.0
2020-04-26,4,2.0,0.0
2020-04-27,4,7.0,0.0
2020-04-28,4,3.0,0.0
2020-04-29,4,0.0,1.0
2020-04-30,4,0.0,1.0
2020-05-01,5,2.0,0.0
2020-05-02,5,1.0,1.0
2020-05-03,5,1.0,1.0
2020-05-04,5,1.0,1.0
2020-05-05,5,2.0,0.0
2020-05-06,5,1.0,1.0
2020-05-07,5,0.0,0.0
2020-05-08,5,1.0,1.0
2020-05-09,5,0.0,0.0
2020-05-10,5,2.0,1.0
2020-05-11,5,1.0,0.0
2020-05-12,5,1.0,0.0
2020-05-13,5,2.0,0.0
2020-05-14,5,2.0,1.0
2020-05-15,5,1.0,0.0
2020-05-16,5,0.0,0.0
2020-05-17,5,0.0,2.0
2020-05-18,5,0.0,0.0
2020-05-19,5,0.0,0.0
2020-05-20,5,0.0,0.0
2020-05-21,5,1.0,0.0
2020-05-22,5,0.0,0.0
2020-05-23,5,0.0,0.0
2020-05-24,5,0.0,0.0
2020-05-25,5,1.0,0.0
2020-05-26,5,0.0,0.0
2020-05-27,5,0.0,0.0
2020-05-28,5,0.0,0.0
